Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Bakal,Iron,Bah-kal,Matibay ang bakal na iyan.,That iron is sturdy.,,3,🟠,https://example.com/audio/tagalog/bakal.mp3,./tagalog_audio/bakal.mp3
Bakante,Vacant,Bah-kan-teh,Bakante ang upuan.,The seat is vacant.,,3,🟠,https://example.com/audio/tagalog/bakante.mp3,./tagalog_audio/bakante.mp3
Bakasyon,Vacation,Bah-kas-yon,Nasa beach kami sa bakasyon.,We're at the beach on vacation.,,3,🟠,https://example.com/audio/tagalog/bakasyon.mp3,./tagalog_audio/bakasyon.mp3
Bakit, Why, ba-kit,,,1.0,3,🟠,https://example.com/audio/tagalog/bakit.mp3,./tagalog_audio/bakit.mp3
Bala,Bullet,Bah-lah,Nasa baril ang bala.,The bullet is in the gun.,,1,🟢,https://example.com/audio/tagalog/bala.mp3,./tagalog_audio/bala.mp3
Balak,Plan,Bah-lak,Ano ang balak mo mamaya?,What's your plan later?,,3,🟠,https://example.com/audio/tagalog/balak.mp3,./tagalog_audio/balak.mp3
Balang,Locust,Bah-lang,Nasa palayan ang balang.,The locust is in the rice field.,,3,🟠,https://example.com/audio/tagalog/balang.mp3,./tagalog_audio/balang.mp3
Balat,Skin,Bah-lat,Makinis ang balat ko.,My skin is smooth.,,3,🟠,https://example.com/audio/tagalog/balat.mp3,./tagalog_audio/balat.mp3
Balbas,Beard,Bal-bas,Mahaba ang balbas niya.,His beard is long.,,3,🟠,https://example.com/audio/tagalog/balbas.mp3,./tagalog_audio/balbas.mp3
Balde,Bucket,Bal-deh,Kuha ka ng balde.,Get a bucket.,,3,🟠,https://example.com/audio/tagalog/balde.mp3,./tagalog_audio/balde.mp3
Balik,Return,bah-lik,Kailan ka babalik dito?,When are you coming back here?,1.0,3,🟠,https://example.com/audio/tagalog/balik.mp3,./tagalog_audio/balik.mp3
Balikat,Shoulder,bah-lee-kat,Masakit ang balikat ko ngayon.,My shoulder hurts today.,,3,🟠,https://example.com/audio/tagalog/balikat.mp3,./tagalog_audio/balikat.mp3
Balita,News,bah-lee-tah,May balita ka ba tungkol sa kanya?,Do you have any news about him?,,3,🟠,https://example.com/audio/tagalog/balita.mp3,./tagalog_audio/balita.mp3
Baliw,Crazy,Bah-liw,Baliw ang aso na iyon.,That dog is crazy.,,3,🟠,https://example.com/audio/tagalog/baliw.mp3,./tagalog_audio/baliw.mp3
Balkon,Balcony,Bal-kon,Nasa balkon si nanay.,Mom is on the balcony.,,3,🟠,https://example.com/audio/tagalog/balkon.mp3,./tagalog_audio/balkon.mp3
Balon,Well,ba-lon,May tubig sa lumang balon.,There is water in the old well.,,3,🟠,https://example.com/audio/tagalog/balon.mp3,./tagalog_audio/balon.mp3
Balot,Wrap,Bah-lot,Balot mo ang pagkain.,Wrap the food.,,3,🟠,https://example.com/audio/tagalog/balot.mp3,./tagalog_audio/balot.mp3
Balsa,Raft,Bal-sah,Gawa sa kahoy ang balsa.,The raft is made of wood.,,3,🟠,https://example.com/audio/tagalog/balsa.mp3,./tagalog_audio/balsa.mp3
Baluktot,Crooked,Bah-luk-tot,Baluktot ang lapis.,The pencil is crooked.,,3,🟠,https://example.com/audio/tagalog/baluktot.mp3,./tagalog_audio/baluktot.mp3
Banal,Holy,Bah-nal,Banal ang simbahan.,The church is holy.,,3,🟠,https://example.com/audio/tagalog/banal.mp3,./tagalog_audio/banal.mp3
Bandera,Flag (variant),Ban-deh-rah,Nasa poste ang bandera.,The flag is on the pole.,,3,🟠,https://example.com/audio/tagalog/bandera.mp3,./tagalog_audio/bandera.mp3
Bandila,Flag,Ban-dee-lah,Mataas ang bandila natin.,Our flag is high.,,3,🟠,https://example.com/audio/tagalog/bandila.mp3,./tagalog_audio/bandila.mp3
Banga,Jar,Bah-ngah,Puno ang banga ng tubig.,The jar is full of water.,,3,🟠,https://example.com/audio/tagalog/banga.mp3,./tagalog_audio/banga.mp3
Bangin,Cliff,Bah-ngin,Malayo ang bangin.,The cliff is far.,,3,🟠,https://example.com/audio/tagalog/bangin.mp3,./tagalog_audio/bangin.mp3
Bangis,Fierceness,Bah-ngis,Mabangis ang leon.,The lion is fierce.,,3,🟠,https://example.com/audio/tagalog/bangis.mp3,./tagalog_audio/bangis.mp3
Bangka, Boat, bang-ka,,,1.0,3,🟠,https://example.com/audio/tagalog/bangka.mp3,./tagalog_audio/bangka.mp3
Bangkay,Corpse,Bang-kai,Nasa kabaong ang bangkay.,The corpse is in the coffin.,,3,🟠,https://example.com/audio/tagalog/bangkay.mp3,./tagalog_audio/bangkay.mp3
Bangko,Bank,Bang-koh,Nasa bangko ang pera ko.,My money is in the bank.,,3,🟠,https://example.com/audio/tagalog/bangko.mp3,./tagalog_audio/bangko.mp3
Bangus,Milkfish,Bah-ngoos,Gusto ko ng bangus.,I like milkfish.,,3,🟠,https://example.com/audio/tagalog/bangus.mp3,./tagalog_audio/bangus.mp3
Banig,Mat,Bah-nig,Tulog siya sa banig.,He's sleeping on the mat.,,3,🟠,https://example.com/audio/tagalog/banig.mp3,./tagalog_audio/banig.mp3
Banlaw,Rinse,Ban-lao,Banlaw mo ang damit.,Rinse the clothes.,,3,🟠,https://example.com/audio/tagalog/banlaw.mp3,./tagalog_audio/banlaw.mp3
Bansa,Country,Ban-sah,Malaki ang bansa natin.,Our country is big.,,3,🟠,https://example.com/audio/tagalog/bansa.mp3,./tagalog_audio/bansa.mp3
Bansot,Stunted,Ban-sot,Bansot ang puno.,The tree is stunted.,,3,🟠,https://example.com/audio/tagalog/bansot.mp3,./tagalog_audio/bansot.mp3
Banta,Threat,Ban-tah,Walang banta ang tao.,The person has no threat.,,3,🟠,https://example.com/audio/tagalog/banta.mp3,./tagalog_audio/banta.mp3
Bantay,Guard,Ban-tie,Bantay mo ang bahay.,Guard the house.,,3,🟠,https://example.com/audio/tagalog/bantay.mp3,./tagalog_audio/bantay.mp3
Bantog,Famous,Ban-tog,Bantog ang artista.,The artist is famous.,,3,🟠,https://example.com/audio/tagalog/bantog.mp3,./tagalog_audio/bantog.mp3
Banyaga,Foreigner,Ban-yah-gah,Banyaga ang kapitbahay.,The neighbor is a foreigner.,,3,🟠,https://example.com/audio/tagalog/banyaga.mp3,./tagalog_audio/banyaga.mp3
Banyo,Bathroom,Ban-yoh,Nasa banyo si tatay.,Dad is in the bathroom.,,3,🟠,https://example.com/audio/tagalog/banyo.mp3,./tagalog_audio/banyo.mp3
Bara,Clog,Bah-rah,Bara ang lababo.,The sink is clogged.,,1,🟢,https://example.com/audio/tagalog/bara.mp3,./tagalog_audio/bara.mp3
Baraha,Cards (playing),Bah-rah-hah,Naglalaro kami ng baraha.,We're playing cards.,,2,🟡,https://example.com/audio/tagalog/baraha.mp3,./tagalog_audio/baraha.mp3
Barbero,Barber,Bar-beh-roh,Nasa barbero si tatay.,Dad is at the barber.,,3,🟠,https://example.com/audio/tagalog/barbero.mp3,./tagalog_audio/barbero.mp3
Baril,Gun,Bah-ril,Huwag hawakan ang baril.,Don't touch the gun.,,3,🟠,https://example.com/audio/tagalog/baril.mp3,./tagalog_audio/baril.mp3
Bariles,Barrel,Bah-ree-les,Puno ang bariles ng tubig.,The barrel is full of water.,,3,🟠,https://example.com/audio/tagalog/bariles.mp3,./tagalog_audio/bariles.mp3
Barkada,Friends (group),Bar-kah-dah,Kasama ko ang barkada.,I'm with my friends.,,2,🟡,https://example.com/audio/tagalog/barkada.mp3,./tagalog_audio/barkada.mp3
Barko,Ship,bar-ko,Ang barko ay malaki at mabilis.,The ship is big and fast.,,3,🟠,https://example.com/audio/tagalog/barko.mp3,./tagalog_audio/barko.mp3
Baro,Clothes (old term),Bah-roh,Matanda ang baro niya.,His clothes are old-fashioned.,,1,🟢,https://example.com/audio/tagalog/baro.mp3,./tagalog_audio/baro.mp3
Barong,Traditional shirt,Bah-rong,Suot ko ang barong.,I'm wearing a barong.,,3,🟠,https://example.com/audio/tagalog/barong.mp3,./tagalog_audio/barong.mp3
Barya,Coins,Bar-yah,Meron akong barya.,I have some coins.,1.0,3,🟠,https://example.com/audio/tagalog/barya.mp3,./tagalog_audio/barya.mp3
Basa,Read,bah-sah,Basang-basa ang kanyang damit.,His clothes are soaking wet.,,1,🟢,https://example.com/audio/tagalog/basa.mp3,./tagalog_audio/basa.mp3
Basag,Broken,Bah-sag,Basag ang salamin.,The mirror is broken.,,3,🟠,https://example.com/audio/tagalog/basag.mp3,./tagalog_audio/basag.mp3
Basahan,Rag,Bah-sah-han,Gamitin mo ang basahan.,Use the rag.,,3,🟠,https://example.com/audio/tagalog/basahan.mp3,./tagalog_audio/basahan.mp3
Baso,Glass (drinking),Bah-soh,Linisin mo ang baso.,Clean the glass.,,1,🟢,https://example.com/audio/tagalog/baso.mp3,./tagalog_audio/baso.mp3
Baston,Cane,Bas-ton,Hawakan mo ang baston.,Hold the cane.,,3,🟠,https://example.com/audio/tagalog/baston.mp3,./tagalog_audio/baston.mp3
Basura,Trash,Bah-soo-rah,Itapon mo ang basura.,Throw away the trash.,,3,🟠,https://example.com/audio/tagalog/basura.mp3,./tagalog_audio/basura.mp3
Bata,Bathrobe,Bah-tah,Suot ko ang bata.,I'm wearing a bathrobe.,,1,🟢,https://example.com/audio/tagalog/bata.mp3,./tagalog_audio/bata.mp3
Batak,Stretch,Bah-tak,Batak mo ang lubid.,Stretch the rope.,,3,🟠,https://example.com/audio/tagalog/batak.mp3,./tagalog_audio/batak.mp3
Batalan,Kitchen extension,Bah-tah-lan,Nasa batalan ang kalan.,The stove is in the kitchen extension.,,3,🟠,https://example.com/audio/tagalog/batalan.mp3,./tagalog_audio/batalan.mp3
Batang, Child, ba-tang, Ang batang iyon ay masayahin., That child is cheerful.,,3,🟠,https://example.com/audio/tagalog/batang.mp3,./tagalog_audio/batang.mp3
Batas,Law,Bah-tas,Sundin mo ang batas.,Follow the law.,,3,🟠,https://example.com/audio/tagalog/batas.mp3,./tagalog_audio/batas.mp3
Batay,Based on,Bah-tie,Batay sa plano  tama ito.,Based on the plan  this is right.,,3,🟠,https://example.com/audio/tagalog/batay.mp3,./tagalog_audio/batay.mp3
Baterya,Battery,Bah-ter-yah,Bumili ako ng baterya.,I bought a battery.,,3,🟠,https://example.com/audio/tagalog/baterya.mp3,./tagalog_audio/baterya.mp3
Bati,Greet,Bah-tee,Bati mo ang bisita.,Greet the visitor.,,1,🟢,https://example.com/audio/tagalog/bati.mp3,./tagalog_audio/bati.mp3
Batis,Stream,Bah-tis,Malinis ang batis.,The stream is clean.,,3,🟠,https://example.com/audio/tagalog/batis.mp3,./tagalog_audio/batis.mp3
Bato,Stone,Bah-toh,Malaki ang bato sa daan.,The stone on the road is big.,,1,🟢,https://example.com/audio/tagalog/bato.mp3,./tagalog_audio/bato.mp3
Bato-balani,Magnet,Bah-toh-bah-lah-nee,May bato-balani sa mesa.,There's a magnet on the table.,,3,🟠,https://example.com/audio/tagalog/bato-balani.mp3,./tagalog_audio/bato-balani.mp3
Batong-buhay,Living stone,Bah-tong-boo-hai,Batong-buhay ang dekorasyon.,The decoration is a living stone.,,3,🟠,https://example.com/audio/tagalog/batong-buhay.mp3,./tagalog_audio/batong-buhay.mp3
Batugan,Lazy person,Bah-too-gan,Batugan ang kapatid ko.,My sibling is lazy.,,3,🟠,https://example.com/audio/tagalog/batugan.mp3,./tagalog_audio/batugan.mp3
Bawal,Forbidden,Bah-wal,Bawal maglaro dito.,Playing here is forbidden.,,3,🟠,https://example.com/audio/tagalog/bawal.mp3,./tagalog_audio/bawal.mp3
Bawang,Garlic,Bah-wang,Mabango ang bawang.,The garlic smells good.,,3,🟠,https://example.com/audio/tagalog/bawang.mp3,./tagalog_audio/bawang.mp3
Bawas,Reduce,Bah-was,Bawas ang gastos ko.,Reduce my expenses.,,3,🟠,https://example.com/audio/tagalog/bawas.mp3,./tagalog_audio/bawas.mp3
Bawi,Take back,Bah-wee,Bawi mo ang sinabi mo.,Take back what you said.,,1,🟢,https://example.com/audio/tagalog/bawi.mp3,./tagalog_audio/bawi.mp3
Baya,Let / Allow,Bah-yah,Baya mo siyang maglaro.,Let him play.,,1,🟢,https://example.com/audio/tagalog/baya.mp3,./tagalog_audio/baya.mp3
Bayabas,Guava,Bah-yah-bas,Gusto ko ng bayabas.,I want guava.,,3,🟠,https://example.com/audio/tagalog/bayabas.mp3,./tagalog_audio/bayabas.mp3
Bayad,Payment,Bah-yad,Bayad mo ang utang.,Pay your debt.,,3,🟠,https://example.com/audio/tagalog/bayad.mp3,./tagalog_audio/bayad.mp3
Bayan,Town,Bah-yan,Malayo ang bayan.,The town is far.,,3,🟠,https://example.com/audio/tagalog/bayan.mp3,./tagalog_audio/bayan.mp3
Bayani,Hero,ba-ya-ni,Si Jose Rizal ay isang bayani.,Jose Rizal is a hero.,,3,🟠,https://example.com/audio/tagalog/bayani.mp3,./tagalog_audio/bayani.mp3
Bayaw,Brother-in-law,Bah-yow,Mabait ang bayaw ko.,My brother-in-law is kind.,,3,🟠,https://example.com/audio/tagalog/bayaw.mp3,./tagalog_audio/bayaw.mp3
Bayawak,Lizard (monitor),Bah-yah-wak,Nasa puno ang bayawak.,The monitor lizard is in the tree.,,3,🟠,https://example.com/audio/tagalog/bayawak.mp3,./tagalog_audio/bayawak.mp3
Baybay,Coast,bye-bye,Gusto kong magbakasyon sa baybayin.,I want to vacation by the coast.,,3,🟠,https://example.com/audio/tagalog/baybay.mp3,./tagalog_audio/baybay.mp3
Baybayin,Shore,Bai-bai-in,Nasa baybayin ang bahay.,The house is on the shore.,,3,🟠,https://example.com/audio/tagalog/baybayin.mp3,./tagalog_audio/baybayin.mp3
Bayo,Pound (verb),Bah-yoh,Bayo mo ang bawang.,Pound the garlic.,,1,🟢,https://example.com/audio/tagalog/bayo.mp3,./tagalog_audio/bayo.mp3
Bayong,Woven bag,Bah-yong,Nasa bayong ang gulay.,The vegetables are in the woven bag.,,3,🟠,https://example.com/audio/tagalog/bayong.mp3,./tagalog_audio/bayong.mp3
Beh,But (informal),Beh,Gusto ko -  beh wala akong pera.,I want to - but I have no money.,,1,🟢,https://example.com/audio/tagalog/beh.mp3,./tagalog_audio/beh.mp3
Belo,Veil,Beh-loh,Maganda ang belo niya.,Her veil is beautiful.,,1,🟢,https://example.com/audio/tagalog/belo.mp3,./tagalog_audio/belo.mp3
Benta,Sale,ben-tah,May malaking benta ang tindahan ngayon.,The store has big sales today.,,3,🟠,https://example.com/audio/tagalog/benta.mp3,./tagalog_audio/benta.mp3
Berde,Green,Ber-deh,Berde ang damit ko.,My clothes are green.,,3,🟠,https://example.com/audio/tagalog/berde.mp3,./tagalog_audio/berde.mp3
Bibig,Mouth,Bee-big,Malaki ang bibig niya.,His mouth is big.,,3,🟠,https://example.com/audio/tagalog/bibig.mp3,./tagalog_audio/bibig.mp3
Bida,Hero (in a story),Bee-dah,Sino ang bida sa pelikula?,Who's the hero in the movie?,,1,🟢,https://example.com/audio/tagalog/bida.mp3,./tagalog_audio/bida.mp3
Biga,Lustful,Bee-gah,Biga ang tingin niya.,His look is lustful.,,1,🟢,https://example.com/audio/tagalog/biga.mp3,./tagalog_audio/biga.mp3
Bigas,Rice (uncooked),Bee-gas,Mahal ang bigas ngayon.,Rice is expensive now.,,3,🟠,https://example.com/audio/tagalog/bigas.mp3,./tagalog_audio/bigas.mp3
Bigat,Weight,Bee-gat,Mabigat ang kahon.,The box is heavy.,,3,🟠,https://example.com/audio/tagalog/bigat.mp3,./tagalog_audio/bigat.mp3
Bigate,Beginner,Bee-gah-teh,Bigate pa ako sa laro.,I'm still a beginner in the game.,,3,🟠,https://example.com/audio/tagalog/bigate.mp3,./tagalog_audio/bigate.mp3
Bigay,Give,Bee-guy,Bigay mo ang bola sa akin.,Give me the ball.,1.0,3,🟠,https://example.com/audio/tagalog/bigay.mp3,./tagalog_audio/bigay.mp3
Bihag,Captive,Bee-hag,Bihag siya ng kaaway.,He's a captive of the enemy.,,3,🟠,https://example.com/audio/tagalog/bihag.mp3,./tagalog_audio/bihag.mp3
Bihira,Rarely,bee-hee-rah,Bihira siyang umalis ng bahay.,She rarely leaves the house.,,3,🟠,https://example.com/audio/tagalog/bihira.mp3,./tagalog_audio/bihira.mp3
Bihis,Dressed up,Bee-his,Bihis na siya.,She's dressed up now.,,3,🟠,https://example.com/audio/tagalog/bihis.mp3,./tagalog_audio/bihis.mp3
Biktima,Victim,Bik-tee-mah,Sino ang biktima ng aksidente?,Who is the victim of the accident?,,3,🟠,https://example.com/audio/tagalog/biktima.mp3,./tagalog_audio/biktima.mp3
Biktorya,Victory,Bik-tor-yah,Nakuha niya ang biktorya.,He got the victory.,,3,🟠,https://example.com/audio/tagalog/biktorya.mp3,./tagalog_audio/biktorya.mp3
Bilad,Dry in sun,Bee-lad,Bilad mo ang isda.,Dry the fish in the sun.,,3,🟠,https://example.com/audio/tagalog/bilad.mp3,./tagalog_audio/bilad.mp3
Bilang,Count,Bee-lang,Bilang mo ang tao.,Count the people.,,3,🟠,https://example.com/audio/tagalog/bilang.mp3,./tagalog_audio/bilang.mp3
Bili, Buy, bi-li,,,1.0,1,🟢,https://example.com/audio/tagalog/bili.mp3,./tagalog_audio/bili.mp3
Bilib,Impressed,Bee-lib,Bilib ako sa iyo.,I'm impressed with you.,,3,🟠,https://example.com/audio/tagalog/bilib.mp3,./tagalog_audio/bilib.mp3
Bilis,Speed,bee-lis,Ang bilis ng kanyang takbo sa karera.,His running speed in the race is fast.,,3,🟠,https://example.com/audio/tagalog/bilis.mp3,./tagalog_audio/bilis.mp3
Bilog,Ball,bi-log,Mahilig siyang maglaro ng bilog.,He likes to play with a ball.,,3,🟠,https://example.com/audio/tagalog/bilog.mp3,./tagalog_audio/bilog.mp3
Binata,Young man,Bee-nah-tah,Binata na ang anak ko.,My son is a young man now.,,3,🟠,https://example.com/audio/tagalog/binata.mp3,./tagalog_audio/binata.mp3
Binhi,Seed,Bee-nhee,Itanim mo ang binhi.,Plant the seed.,,3,🟠,https://example.com/audio/tagalog/binhi.mp3,./tagalog_audio/binhi.mp3
Bintana,Window,Bin-tah-nah,Bukas ang bintana ko.,My window is open.,1.0,3,🟠,https://example.com/audio/tagalog/bintana.mp3,./tagalog_audio/bintana.mp3
Binyag,Baptism,Bee-nyag,Nasa simbahan ang binyag.,The baptism is at the church.,,3,🟠,https://example.com/audio/tagalog/binyag.mp3,./tagalog_audio/binyag.mp3
Birhen,Virgin,Bir-hen,Birhen ang estatwa.,The statue is a virgin.,,3,🟠,https://example.com/audio/tagalog/birhen.mp3,./tagalog_audio/birhen.mp3
Biro,Joke,Bee-roh,Nakakatawa ang biro mo.,Your joke is funny.,,1,🟢,https://example.com/audio/tagalog/biro.mp3,./tagalog_audio/biro.mp3
Birok,Clerk,Bee-rok,Nasa opisina ang birok.,The clerk is in the office.,,3,🟠,https://example.com/audio/tagalog/birok.mp3,./tagalog_audio/birok.mp3
Bisa,Effect,Bee-sah,May bisa ang gamot.,The medicine has an effect.,,1,🟢,https://example.com/audio/tagalog/bisa.mp3,./tagalog_audio/bisa.mp3
Bisig,Arm,Bee-sig,Malakas ang bisig ko.,My arm is strong.,,3,🟠,https://example.com/audio/tagalog/bisig.mp3,./tagalog_audio/bisig.mp3
Bisikleta,Bicycle,Bee-sik-leh-tah,Sakay ako ng bisikleta.,I'm riding a bicycle.,,3,🟠,https://example.com/audio/tagalog/bisikleta.mp3,./tagalog_audio/bisikleta.mp3
Bisita,Visitor,Bee-see-tah,Dumating ang bisita kahapon.,The visitor arrived yesterday.,,3,🟠,https://example.com/audio/tagalog/bisita.mp3,./tagalog_audio/bisita.mp3
Bitag,Trap,Bee-tag,May bitag sa kagubatan.,There's a trap in the forest.,,3,🟠,https://example.com/audio/tagalog/bitag.mp3,./tagalog_audio/bitag.mp3
Bitamina,Vitamin,Bee-tah-mee-nah,Kailangan ko ng bitamina.,I need vitamins.,,3,🟠,https://example.com/audio/tagalog/bitamina.mp3,./tagalog_audio/bitamina.mp3
Bitay,Hang (execution),Bee-tie,Bitay ang hatol.,The sentence is hanging.,,3,🟠,https://example.com/audio/tagalog/bitay.mp3,./tagalog_audio/bitay.mp3
Bitin,Short / Lacking,Bee-tin,Bitin ang oras natin.,Our time is short.,,3,🟠,https://example.com/audio/tagalog/bitin.mp3,./tagalog_audio/bitin.mp3
Bitiw,Let go,Bee-teeo,Bitiw mo ang tali.,Let go of the rope.,,3,🟠,https://example.com/audio/tagalog/bitiw.mp3,./tagalog_audio/bitiw.mp3
Bituka,Intestines,Bee-too-kah,Masakit ang bituka ko.,My intestines hurt.,,3,🟠,https://example.com/audio/tagalog/bituka.mp3,./tagalog_audio/bituka.mp3
Biyahe,Trip,Bee-yah-heh,Mahaba ang biyahe ko.,My trip is long.,,3,🟠,https://example.com/audio/tagalog/biyahe.mp3,./tagalog_audio/biyahe.mp3
Biyaya,Blessing,bee-yah-yah,Salamat sa biyaya ng Diyos.,Thank you for God's blessing.,,3,🟠,https://example.com/audio/tagalog/biyaya.mp3,./tagalog_audio/biyaya.mp3
Biyernes,Friday,bee-yer-nes,Biyernes na bukas!,Tomorrow is Friday!,,3,🟠,https://example.com/audio/tagalog/biyernes.mp3,./tagalog_audio/biyernes.mp3
Biyuda,Widow,Bee-yoo-dah,Biyuda na si Lola.,Grandma is a widow now.,,3,🟠,https://example.com/audio/tagalog/biyuda.mp3,./tagalog_audio/biyuda.mp3
Blanko,Blank,Blahn-koh,Blanko ang papel ko.,My paper is blank.,,3,🟠,https://example.com/audio/tagalog/blanko.mp3,./tagalog_audio/blanko.mp3
Bola,Ball,Boh-lah,Nasa labas ang bola.,The ball is outside.,,1,🟢,https://example.com/audio/tagalog/bola.mp3,./tagalog_audio/bola.mp3
Bolpen,Pen,Bohl-pen,Nawala ang bolpen ko.,My pen is lost.,,3,🟠,https://example.com/audio/tagalog/bolpen.mp3,./tagalog_audio/bolpen.mp3
Bomba,Bomb,Bohm-bah,Nakita nila ang bomba.,They saw the bomb.,,3,🟠,https://example.com/audio/tagalog/bomba.mp3,./tagalog_audio/bomba.mp3
Bote,Bottle,bo-teh,Nakabili ako ng bote ng tubig.,I bought a bottle of water.,,1,🟢,https://example.com/audio/tagalog/bote.mp3,./tagalog_audio/bote.mp3
Brilyante,Diamond,Breel-yahn-teh,Mahal ang brilyante.,The diamond is expensive.,,3,🟠,https://example.com/audio/tagalog/brilyante.mp3,./tagalog_audio/brilyante.mp3
Bubong,Roof,Boo-bong,Mataas ang bubong natin.,Our roof is high.,,3,🟠,https://example.com/audio/tagalog/bubong.mp3,./tagalog_audio/bubong.mp3
Bubuyog,Bee,Boo-boo-yog,Nasa bulaklak ang bubuyog.,The bee is on the flower.,,3,🟠,https://example.com/audio/tagalog/bubuyog.mp3,./tagalog_audio/bubuyog.mp3
Budhi,Conscience,Bood-hee,Malinis ang budhi ko.,My conscience is clean.,,3,🟠,https://example.com/audio/tagalog/budhi.mp3,./tagalog_audio/budhi.mp3
Bugbog,Beaten,Bug-bog,Bugbog ang katawan niya.,His body is beaten.,,3,🟠,https://example.com/audio/tagalog/bugbog.mp3,./tagalog_audio/bugbog.mp3
