Filippino Word,English Word,Pronunciation,Example Context,Example English,Difficulty Level,Icon,Real Audio,Part of Speech
Barkada,Friends (group),Bar-kah-dah,Kasama ko ang barkada.,I'm with my friends.,2,🟡,./tagalog_audio/barkada.mp3,NOUN
Barko,Ship,bar-ko,Ang barko ay malaki at mabilis.,The ship is big and fast.,3,🟠,./tagalog_audio/barko.mp3,NOUN
Baro,Clothes (old term),Bah-roh,Matanda ang baro niya.,His clothes are old-fashioned.,1,🟢,./tagalog_audio/baro.mp3,NOUN
Barong,Traditional shirt,Bah-rong,Suot ko ang barong.,I'm wearing a barong.,3,🟠,./tagalog_audio/barong.mp3,ADJ
Barya,Coins,Bar-yah,Meron akong barya.,I have some coins.,3,🟠,./tagalog_audio/barya.mp3,NOUN
Basa,Read,bah-sah,Basang-basa ang kanyang damit.,His clothes are soaking wet.,1,🟢,./tagalog_audio/basa.mp3,VERB
Basag,Broken,Bah-sag,Basag ang salamin.,The mirror is broken.,3,🟠,./tagalog_audio/basag.mp3,VERB
Basahan,Rag,Bah-sah-han,Gamitin mo ang basahan.,Use the rag.,3,🟠,./tagalog_audio/basahan.mp3,NOUN
Baso,Glass (drinking),Bah-soh,Linisin mo ang baso.,Clean the glass.,1,🟢,./tagalog_audio/baso.mp3,NOUN
Baston,Cane,Bas-ton,Hawakan mo ang baston.,Hold the cane.,3,🟠,./tagalog_audio/baston.mp3,NOUN
Basura,Trash,Bah-soo-rah,Itapon mo ang basura.,Throw away the trash.,3,🟠,./tagalog_audio/basura.mp3,PROPN
Bata,Bathrobe,Bah-tah,Suot ko ang bata.,I'm wearing a bathrobe.,1,🟢,./tagalog_audio/bata.mp3,NOUN
Batak,Stretch,Bah-tak,Batak mo ang lubid.,Stretch the rope.,3,🟠,./tagalog_audio/batak.mp3,PROPN
Batalan,Kitchen extension,Bah-tah-lan,Nasa batalan ang kalan.,The stove is in the kitchen extension.,3,🟠,./tagalog_audio/batalan.mp3,NOUN
Batang, Child, ba-tang, Ang batang iyon ay masayahin., That child is cheerful.,3,🟠,./tagalog_audio/batang.mp3,NOUN
Batas,Law,Bah-tas,Sundin mo ang batas.,Follow the law.,3,🟠,./tagalog_audio/batas.mp3,NOUN
Batay,Based on,Bah-tie,Batay sa plano  tama ito.,Based on the plan  this is right.,3,🟠,./tagalog_audio/batay.mp3,VERB
Baterya,Battery,Bah-ter-yah,Bumili ako ng baterya.,I bought a battery.,3,🟠,./tagalog_audio/baterya.mp3,NOUN
Bati,Greet,Bah-tee,Bati mo ang bisita.,Greet the visitor.,1,🟢,./tagalog_audio/bati.mp3,NOUN
Batis,Stream,Bah-tis,Malinis ang batis.,The stream is clean.,3,🟠,./tagalog_audio/batis.mp3,NOUN
Bato,Stone,Bah-toh,Malaki ang bato sa daan.,The stone on the road is big.,1,🟢,./tagalog_audio/bato.mp3,NOUN
Bato-balani,Magnet,Bah-toh-bah-lah-nee,May bato-balani sa mesa.,There's a magnet on the table.,3,🟠,./tagalog_audio/bato-balani.mp3,PROPN
Batong-buhay,Living stone,Bah-tong-boo-hai,Batong-buhay ang dekorasyon.,The decoration is a living stone.,3,🟠,./tagalog_audio/batong-buhay.mp3,VERB
Batugan,Lazy person,Bah-too-gan,Batugan ang kapatid ko.,My sibling is lazy.,3,🟠,./tagalog_audio/batugan.mp3,ADJ
Bawal,Forbidden,Bah-wal,Bawal maglaro dito.,Playing here is forbidden.,3,🟠,./tagalog_audio/bawal.mp3,VERB
Bawang,Garlic,Bah-wang,Mabango ang bawang.,The garlic smells good.,3,🟠,./tagalog_audio/bawang.mp3,PROPN
Bawas,Reduce,Bah-was,Bawas ang gastos ko.,Reduce my expenses.,3,🟠,./tagalog_audio/bawas.mp3,VERB
Bawi,Take back,Bah-wee,Bawi mo ang sinabi mo.,Take back what you said.,1,🟢,./tagalog_audio/bawi.mp3,VERB
Baya,Let / Allow,Bah-yah,Baya mo siyang maglaro.,Let him play.,1,🟢,./tagalog_audio/baya.mp3,AUX
Bayabas,Guava,Bah-yah-bas,Gusto ko ng bayabas.,I want guava.,3,🟠,./tagalog_audio/bayabas.mp3,PROPN
Bayad,Payment,Bah-yad,Bayad mo ang utang.,Pay your debt.,3,🟠,./tagalog_audio/bayad.mp3,NOUN
Bayan,Town,Bah-yan,Malayo ang bayan.,The town is far.,3,🟠,./tagalog_audio/bayan.mp3,NOUN
Bayani,Hero,ba-ya-ni,Si Jose Rizal ay isang bayani.,Jose Rizal is a hero.,3,🟠,./tagalog_audio/bayani.mp3,NOUN
Bayaw,Brother-in-law,Bah-yow,Mabait ang bayaw ko.,My brother-in-law is kind.,3,🟠,./tagalog_audio/bayaw.mp3,NOUN
Bayawak,Lizard (monitor),Bah-yah-wak,Nasa puno ang bayawak.,The monitor lizard is in the tree.,3,🟠,./tagalog_audio/bayawak.mp3,PROPN
Baybay,Coast,bye-bye,Gusto kong magbakasyon sa baybayin.,I want to vacation by the coast.,3,🟠,./tagalog_audio/baybay.mp3,PROPN
Baybayin,Shore,Bai-bai-in,Nasa baybayin ang bahay.,The house is on the shore.,3,🟠,./tagalog_audio/baybayin.mp3,NOUN
Bayo,Pound (verb),Bah-yoh,Bayo mo ang bawang.,Pound the garlic.,1,🟢,./tagalog_audio/bayo.mp3,NOUN
Bayong,Woven bag,Bah-yong,Nasa bayong ang gulay.,The vegetables are in the woven bag.,3,🟠,./tagalog_audio/bayong.mp3,ADJ
Beh,But (informal),Beh,Gusto ko -  beh wala akong pera.,I want to - but I have no money.,1,🟢,./tagalog_audio/beh.mp3,CCONJ
Belo,Veil,Beh-loh,Maganda ang belo niya.,Her veil is beautiful.,1,🟢,./tagalog_audio/belo.mp3,PROPN
Benta,Sale,ben-tah,May malaking benta ang tindahan ngayon.,The store has big sales today.,3,🟠,./tagalog_audio/benta.mp3,NOUN
Berde,Green,Ber-deh,Berde ang damit ko.,My clothes are green.,3,🟠,./tagalog_audio/berde.mp3,NOUN
Bibig,Mouth,Bee-big,Malaki ang bibig niya.,His mouth is big.,3,🟠,./tagalog_audio/bibig.mp3,NOUN
Bida,Hero (in a story),Bee-dah,Sino ang bida sa pelikula?,Who's the hero in the movie?,1,🟢,./tagalog_audio/bida.mp3,NOUN
Biga,Lustful,Bee-gah,Biga ang tingin niya.,His look is lustful.,1,🟢,./tagalog_audio/biga.mp3,ADJ
Bigas,Rice (uncooked),Bee-gas,Mahal ang bigas ngayon.,Rice is expensive now.,3,🟠,./tagalog_audio/bigas.mp3,PROPN
Bigat,Weight,Bee-gat,Mabigat ang kahon.,The box is heavy.,3,🟠,./tagalog_audio/bigat.mp3,NOUN
Bigate,Beginner,Bee-gah-teh,Bigate pa ako sa laro.,I'm still a beginner in the game.,3,🟠,./tagalog_audio/bigate.mp3,PROPN
Bigay,Give,Bee-guy,Bigay mo ang bola sa akin.,Give me the ball.,3,🟠,./tagalog_audio/bigay.mp3,VERB
Bihag,Captive,Bee-hag,Bihag siya ng kaaway.,He's a captive of the enemy.,3,🟠,./tagalog_audio/bihag.mp3,ADJ
Bihira,Rarely,bee-hee-rah,Bihira siyang umalis ng bahay.,She rarely leaves the house.,3,🟠,./tagalog_audio/bihira.mp3,ADV
Bihis,Dressed up,Bee-his,Bihis na siya.,She's dressed up now.,3,🟠,./tagalog_audio/bihis.mp3,VERB
Biktima,Victim,Bik-tee-mah,Sino ang biktima ng aksidente?,Who is the victim of the accident?,3,🟠,./tagalog_audio/biktima.mp3,NOUN
Biktorya,Victory,Bik-tor-yah,Nakuha niya ang biktorya.,He got the victory.,3,🟠,./tagalog_audio/biktorya.mp3,NOUN
Bilad,Dry in sun,Bee-lad,Bilad mo ang isda.,Dry the fish in the sun.,3,🟠,./tagalog_audio/bilad.mp3,PROPN
Bilang,Count,Bee-lang,Bilang mo ang tao.,Count the people.,3,🟠,./tagalog_audio/bilang.mp3,NOUN
Bili, Buy, bi-li,,,1,🟢,./tagalog_audio/bili.mp3,VERB
Bilib,Impressed,Bee-lib,Bilib ako sa iyo.,I'm impressed with you.,3,🟠,./tagalog_audio/bilib.mp3,ADJ
Bilis,Speed,bee-lis,Ang bilis ng kanyang takbo sa karera.,His running speed in the race is fast.,3,🟠,./tagalog_audio/bilis.mp3,NOUN
Bilog,Ball,bi-log,Mahilig siyang maglaro ng bilog.,He likes to play with a ball.,3,🟠,./tagalog_audio/bilog.mp3,NOUN
Binata,Young man,Bee-nah-tah,Binata na ang anak ko.,My son is a young man now.,3,🟠,./tagalog_audio/binata.mp3,ADJ
Binhi,Seed,Bee-nhee,Itanim mo ang binhi.,Plant the seed.,3,🟠,./tagalog_audio/binhi.mp3,NOUN
Bintana,Window,Bin-tah-nah,Bukas ang bintana ko.,My window is open.,3,🟠,./tagalog_audio/bintana.mp3,NOUN
Binyag,Baptism,Bee-nyag,Nasa simbahan ang binyag.,The baptism is at the church.,3,🟠,./tagalog_audio/binyag.mp3,NOUN
Birhen,Virgin,Bir-hen,Birhen ang estatwa.,The statue is a virgin.,3,🟠,./tagalog_audio/birhen.mp3,PROPN
Biro,Joke,Bee-roh,Nakakatawa ang biro mo.,Your joke is funny.,1,🟢,./tagalog_audio/biro.mp3,NOUN
Birok,Clerk,Bee-rok,Nasa opisina ang birok.,The clerk is in the office.,3,🟠,./tagalog_audio/birok.mp3,NOUN
Bisa,Effect,Bee-sah,May bisa ang gamot.,The medicine has an effect.,1,🟢,./tagalog_audio/bisa.mp3,NOUN
Bisig,Arm,Bee-sig,Malakas ang bisig ko.,My arm is strong.,3,🟠,./tagalog_audio/bisig.mp3,NOUN
Bisikleta,Bicycle,Bee-sik-leh-tah,Sakay ako ng bisikleta.,I'm riding a bicycle.,3,🟠,./tagalog_audio/bisikleta.mp3,NOUN
Bisita,Visitor,Bee-see-tah,Dumating ang bisita kahapon.,The visitor arrived yesterday.,3,🟠,./tagalog_audio/bisita.mp3,PROPN
Bitag,Trap,Bee-tag,May bitag sa kagubatan.,There's a trap in the forest.,3,🟠,./tagalog_audio/bitag.mp3,NOUN
Bitamina,Vitamin,Bee-tah-mee-nah,Kailangan ko ng bitamina.,I need vitamins.,3,🟠,./tagalog_audio/bitamina.mp3,NOUN
Bitay,Hang (execution),Bee-tie,Bitay ang hatol.,The sentence is hanging.,3,🟠,./tagalog_audio/bitay.mp3,VERB
Bitin,Short / Lacking,Bee-tin,Bitin ang oras natin.,Our time is short.,3,🟠,./tagalog_audio/bitin.mp3,ADJ
Bitiw,Let go,Bee-teeo,Bitiw mo ang tali.,Let go of the rope.,3,🟠,./tagalog_audio/bitiw.mp3,AUX
Bituka,Intestines,Bee-too-kah,Masakit ang bituka ko.,My intestines hurt.,3,🟠,./tagalog_audio/bituka.mp3,NOUN
Biyahe,Trip,Bee-yah-heh,Mahaba ang biyahe ko.,My trip is long.,3,🟠,./tagalog_audio/biyahe.mp3,NOUN
Biyaya,Blessing,bee-yah-yah,Salamat sa biyaya ng Diyos.,Thank you for God's blessing.,3,🟠,./tagalog_audio/biyaya.mp3,NOUN
Biyernes,Friday,bee-yer-nes,Biyernes na bukas!,Tomorrow is Friday!,3,🟠,./tagalog_audio/biyernes.mp3,PROPN
Biyuda,Widow,Bee-yoo-dah,Biyuda na si Lola.,Grandma is a widow now.,3,🟠,./tagalog_audio/biyuda.mp3,NOUN
Blanko,Blank,Blahn-koh,Blanko ang papel ko.,My paper is blank.,3,🟠,./tagalog_audio/blanko.mp3,PROPN
Bola,Ball,Boh-lah,Nasa labas ang bola.,The ball is outside.,1,🟢,./tagalog_audio/bola.mp3,NOUN
Bolpen,Pen,Bohl-pen,Nawala ang bolpen ko.,My pen is lost.,3,🟠,./tagalog_audio/bolpen.mp3,PROPN
Bomba,Bomb,Bohm-bah,Nakita nila ang bomba.,They saw the bomb.,3,🟠,./tagalog_audio/bomba.mp3,NOUN
Bote,Bottle,bo-teh,Nakabili ako ng bote ng tubig.,I bought a bottle of water.,1,🟢,./tagalog_audio/bote.mp3,NOUN
Brilyante,Diamond,Breel-yahn-teh,Mahal ang brilyante.,The diamond is expensive.,3,🟠,./tagalog_audio/brilyante.mp3,PROPN
Bubong,Roof,Boo-bong,Mataas ang bubong natin.,Our roof is high.,3,🟠,./tagalog_audio/bubong.mp3,NOUN
Bubuyog,Bee,Boo-boo-yog,Nasa bulaklak ang bubuyog.,The bee is on the flower.,3,🟠,./tagalog_audio/bubuyog.mp3,PROPN
Budhi,Conscience,Bood-hee,Malinis ang budhi ko.,My conscience is clean.,3,🟠,./tagalog_audio/budhi.mp3,PROPN
Bugbog,Beaten,Bug-bog,Bugbog ang katawan niya.,His body is beaten.,3,🟠,./tagalog_audio/bugbog.mp3,VERB
Buhangin,Sand,Boo-hahn-gin,Nasa dalampasigan ang buhangin.,The sand is on the shore.,3,🟠,./tagalog_audio/buhangin.mp3,NOUN
Buhay,Life,boo-hai,Mahaba ang buhay ng isang puno.,A tree's life is long.,3,🟠,./tagalog_audio/buhay.mp3,NOUN
Buhok,Hair,boo-hok,Mahaba ang kanyang buhok.,Her hair is long.,3,🟠,./tagalog_audio/buhok.mp3,NOUN
Bukal,Spring (water),Boo-kal,Malamig ang tubig sa bukal.,The water in the spring is cold.,3,🟠,./tagalog_audio/bukal.mp3,NOUN
Bukas,Open,bu-kas,Bukas ang tindahan tuwing umaga.,The store is open every morning.,3,🟠,./tagalog_audio/bukas.mp3,ADJ
Bukid,Field,Boo-kid,Nasa bukid ang kabayo.,The horse is in the field.,3,🟠,./tagalog_audio/bukid.mp3,NOUN
Buko,Coconut (young),Boo-koh,Gusto ko ng buko juice.,I want young coconut juice.,1,🟢,./tagalog_audio/buko.mp3,PROPN
Bukol,Lump,Boo-kol,May bukol sa ulo niya.,There's a lump on his head.,3,🟠,./tagalog_audio/bukol.mp3,NOUN
Bulag,Blind,Boo-lag,Bulag ang matanda.,The old man is blind.,3,🟠,./tagalog_audio/bulag.mp3,ADJ
Bulaklak,Flower,Boo-lak-lak,Maganda ang bulaklak sa hardin.,The flower in the garden is beautiful.,3,🟠,./tagalog_audio/bulaklak.mp3,NOUN
Bulbol,Pubic hair,Bool-bol,Malinis ang bulbol niya.,His pubic hair is clean.,3,🟠,./tagalog_audio/bulbol.mp3,ADJ
Bulok,Rotten,Boo-lok,Bulok ang mansanas.,The apple is rotten.,3,🟠,./tagalog_audio/bulok.mp3,VERB
Bulsilyo,Pocket,Bool-seel-yoh,Nasa bulsilyo ang pera ko.,My money is in the pocket.,3,🟠,./tagalog_audio/bulsilyo.mp3,NOUN
Bulto,Bundle,Bool-toh,Mabigat ang bulto na iyan.,That bundle is heavy.,3,🟠,./tagalog_audio/bulto.mp3,NOUN
Bulyaw,Shout,Bool-yow,Bulyaw mo siya.,Shout at him.,3,🟠,./tagalog_audio/bulyaw.mp3,VERB
Bumaba,Go down,Boo-mah-bah,Bumaba ka sa hagdan.,Go down the stairs.,3,🟠,./tagalog_audio/bumaba.mp3,VERB
Bumagsak,Fall,Boo-mag-sak,Bumagsak ang puno.,The tree fell.,3,🟠,./tagalog_audio/bumagsak.mp3,VERB
Bumalik,Return,Boo-mah-lik,Bumalik ka sa bahay.,Return to the house.,3,🟠,./tagalog_audio/bumalik.mp3,VERB
Bumangon,Get up,Boo-mah-ngon,Bumangon ka na.,Get up now.,3,🟠,./tagalog_audio/bumangon.mp3,VERB
Bumili,Buy,Boo-mee-lee,Bumili ako ng tinapay.,I bought bread.,3,🟠,./tagalog_audio/bumili.mp3,VERB
Bumisita,Visit,Boo-mee-see-tah,Bumisita siya kahapon.,He visited yesterday.,3,🟠,./tagalog_audio/bumisita.mp3,VERB
Bumoto,To vote,boo-mo-to,Bumoto tayo para sa kinabukasan.,Let's vote for the future.,3,🟠,./tagalog_audio/bumoto.mp3,PART
Bumubuo,Forming,Boo-moo-boo-oh,Bumubuo kami ng plano.,We're forming a plan.,3,🟠,./tagalog_audio/bumubuo.mp3,VERB
Bumuga,Spit,Boo-moo-gah,Bumuga siya sa sahig.,He spat on the floor.,3,🟠,./tagalog_audio/bumuga.mp3,PROPN
Bundok,Mountain,bun-dok,Mataas ang bundok na iyon.,That mountain is tall.,3,🟠,./tagalog_audio/bundok.mp3,NOUN
Bunganga,Mouth,bu-nga-nga,Malaki ang bunganga ng leon.,The lion's mouth is big.,3,🟠,./tagalog_audio/bunganga.mp3,NOUN
Bunot,Pull out,Boo-not,Bunot mo ang damo.,Pull out the grass.,3,🟠,./tagalog_audio/bunot.mp3,VERB
Bunso,Youngest,Boon-soh,Bunso siya sa pamilya.,He's the youngest in the family.,3,🟠,./tagalog_audio/bunso.mp3,ADV
Buntis,Pregnant,bun-tis,Buntis ang kanyang asawa.,His wife is pregnant.,3,🟠,./tagalog_audio/buntis.mp3,ADJ
Buntot,Tail,Boon-tot,Mahaba ang buntot ng aso.,The dog's tail is long.,3,🟠,./tagalog_audio/buntot.mp3,NOUN
Buo,Whole,Boo-oh,Buo pa ang plato.,The plate is still whole.,1,🟢,./tagalog_audio/buo.mp3,ADJ
Burador,Draft,Boo-rah-dor,Nasa mesa ang burador.,The draft is on the table.,3,🟠,./tagalog_audio/burador.mp3,VERB
Buro,Pickled,Boo-roh,Gusto ko ng burong isda.,I like pickled fish.,1,🟢,./tagalog_audio/buro.mp3,VERB
Burol,Wake (funeral),Boo-rol,Nasa burol ang lolo ko.,Grandpa's wake is happening.,3,🟠,./tagalog_audio/burol.mp3,VERB
Bus,Bus,Boos,Sumakay ako sa bus.,I rode the bus.,1,🟢,./tagalog_audio/bus.mp3,NOUN
Busina,Horn,Boo-see-nah,Pinatunog niya ang busina.,He honked the horn.,3,🟠,./tagalog_audio/busina.mp3,NOUN
Busog,Full (stomach),Boo-sog,Busog na ako.,I'm full now.,3,🟠,./tagalog_audio/busog.mp3,ADJ
Butas,Hole,Boo-tas,May butas ang damit ko.,There's a hole in my clothes.,3,🟠,./tagalog_audio/butas.mp3,NOUN
Buti,Good (luck),Boo-tee,Buti na lang nandito ka.,Good thing you're here.,1,🟢,./tagalog_audio/buti.mp3,ADJ
Buto,Bone,Boo-toh,Malakas ang buto ko.,My bones are strong.,1,🟢,./tagalog_audio/buto.mp3,NOUN
Butones,Button,Boo-toh-nes,Nawala ang butones ng polo ko.,The button on my shirt is missing.,3,🟠,./tagalog_audio/butones.mp3,PROPN
Buwan,Month/Moon,boo-wan,Ilang buwan ka nang naninirahan dito?,How many months have you been living here?,3,🟠,./tagalog_audio/buwan.mp3,PROPN
Buwis,Tax,Boo-wis,Mahal ang buwis dito.,The tax here is high.,3,🟠,./tagalog_audio/buwis.mp3,NOUN
Buwisita,Annoying,Boo-wee-see-tah,Buwisita ang bata.,The child is annoying.,3,🟠,./tagalog_audio/buwisita.mp3,ADJ
Buyo,Chew,Boo-yoh,Nagbuyo siya ng mamâ.,He chewed betel nut.,1,🟢,./tagalog_audio/buyo.mp3,VERB
Byahe,Trip (variant),Bee-yah-heh,Matagal ang byahe natin.,Our trip is long.,3,🟠,./tagalog_audio/byahe.mp3,NOUN
Byenan,Mother-in-law,Bee-yeh-nan,Mabait ang byenan ko.,My mother-in-law is kind.,3,🟠,./tagalog_audio/byenan.mp3,NOUN
Caña, Sugarcane, ka-nya, May taniman sila ng caña., They have a sugarcane plantation.,1,🟢,./tagalog_audio/caña.mp3,PROPN
Cab,Cab,Kab,Sumakay ako sa cab.,I rode a cab.,1,🟢,./tagalog_audio/cab.mp3,PROPN
Caballo, Horse, ka-ba-lyo, Sumakay siya sa caballo., He rode a horse.,3,🟠,./tagalog_audio/caballo.mp3,NOUN
Cabana, Hut, ka-ba-na, Nanirahan sila sa isang cabana., They lived in a hut.,3,🟠,./tagalog_audio/cabana.mp3,PROPN
Caberet,Cabaret,Kah-beh-ret,Nasa caberet ang sayawan.,The dance is at the cabaret.,3,🟠,./tagalog_audio/caberet.mp3,VERB
Cabin,Cabin,Ka-bin,Nasa bundok ang cabin.,The cabin is in the mountains.,3,🟠,./tagalog_audio/cabin.mp3,NOUN
Cabinet,Cabinet,Ka-bi-net,Nasa kusina ang cabinet.,The cabinet is in the kitchen.,3,🟠,./tagalog_audio/cabinet.mp3,PROPN
Cable,Cable,Kay-bul,Nasa TV ang cable.,The cable is on the TV.,3,🟠,./tagalog_audio/cable.mp3,NOUN
Cactus,Cactus,Kak-toos,Nasa hardin ang cactus.,The cactus is in the garden.,3,🟠,./tagalog_audio/cactus.mp3,NOUN
Cafeteria,Cafeteria,Kah-feh-teh-ree-yah,Kumain kami sa cafeteria.,We ate in the cafeteria.,3,🟠,./tagalog_audio/cafeteria.mp3,NOUN
Cage,Cage,Keyj,Nasa cage ang ibon.,The bird is in the cage.,1,🟢,./tagalog_audio/cage.mp3,NOUN
Caja, Box, ka-ha, Ang caja ay puno ng gamit., The box is full of things.,1,🟢,./tagalog_audio/caja.mp3,PROPN
Cake,Cake,Keyk,Gusto ko ng cake.,I want cake.,1,🟢,./tagalog_audio/cake.mp3,NOUN
Calendar,Calendar,Kah-len-dar,Nasa dingding ang calendar.,The calendar is on the wall.,3,🟠,./tagalog_audio/calendar.mp3,NOUN
Call,Call,Kol,Tawagan mo ako.,Call me.,1,🟢,./tagalog_audio/call.mp3,VERB
Calle,Street,ka-leh,Maraming tao sa calle tuwing piyesta. (There are many people on the street during the festival.),,3,🟠,./tagalog_audio/calle.mp3,NOUN
Callejero, Street vendor, ka-ye-he-ro, Bumili kami ng pagkain sa callejero., We bought food from the street vendor.,3,🟠,./tagalog_audio/callejero.mp3,PROPN
Callejon, Alley, ka-ye-hon, Makipot ang callejon sa bayan., The alley in the town is narrow.,3,🟠,./tagalog_audio/callejon.mp3,PROPN
Calm,Calm,Kalm,Calm ang dagat ngayon.,The sea is calm now.,1,🟢,./tagalog_audio/calm.mp3,ADJ
Camarera, Waitress, ka-ma-re-ra, Magalang ang camarera sa restawran., The waitress is polite in the restaurant.,2,🟡,./tagalog_audio/camarera.mp3,ADJ
Camel,Camel,Ka-mel,Nasa disyerto ang camel.,The camel is in the desert.,3,🟠,./tagalog_audio/camel.mp3,NOUN
Camera,Camera,Kah-meh-rah,Nawala ang camera ko.,My camera is lost.,3,🟠,./tagalog_audio/camera.mp3,NOUN
Camp,Camp,Kamp,Nasa camp ang mga bata.,The kids are at camp.,1,🟢,./tagalog_audio/camp.mp3,NOUN
Camping,Camping,Kam-ping,Nasa gubat kami nag-camping.,We went camping in the forest.,3,🟠,./tagalog_audio/camping.mp3,NOUN
Can,Can,Kan,Nasa lata ang sardinas.,The sardines are in a can.,1,🟢,./tagalog_audio/can.mp3,AUX
Cancel,Cancel,Kan-sel,Cancel mo ang plano.,Cancel the plan.,3,🟠,./tagalog_audio/cancel.mp3,VERB
Cancer,Cancer,Kan-ser,May cancer ang lolo ko.,My grandpa has cancer.,3,🟠,./tagalog_audio/cancer.mp3,NOUN
Candle,Candle,Kan-dul,Nasa mesa ang candle.,The candle is on the table.,3,🟠,./tagalog_audio/candle.mp3,NOUN
Candy,Candy,Kan-dee,Bumili ako ng candy.,I bought candy.,3,🟠,./tagalog_audio/candy.mp3,NOUN
Cano,Canoe (variant),Ka-noh,Gamitin mo ang cano.,Use the canoe.,1,🟢,./tagalog_audio/cano.mp3,NOUN
Canoe,Canoe,Kah-noo,Nasa ilog ang canoe.,The canoe is in the river.,3,🟠,./tagalog_audio/canoe.mp3,PROPN
Canta, Sing, kan-ta, Gusto niyang canta tuwing naliligo., She likes to sing while showering.,3,🟠,./tagalog_audio/canta.mp3,VERB
Canton,Canton (noodles),Kan-ton,Gusto ko ng canton.,I like canton noodles.,3,🟠,./tagalog_audio/canton.mp3,PROPN
Cap,Cap,Kap,Suot ko ang cap.,I'm wearing a cap.,1,🟢,./tagalog_audio/cap.mp3,PROPN
Capas, Coat, ka-pas, Suot niya ang capas dahil malamig., He is wearing a coat because it is cold.,3,🟠,./tagalog_audio/capas.mp3,PROPN
Cape,Cape,Keyp,Maganda ang cape niya.,Her cape is beautiful.,1,🟢,./tagalog_audio/cape.mp3,NOUN
Capital,Capital,Kah-pee-tal,Manila ang capital natin.,Manila is our capital.,3,🟠,./tagalog_audio/capital.mp3,NOUN
Captain,Captain,Kap-tayn,Captain ang tatay ko.,My dad is a captain.,3,🟠,./tagalog_audio/captain.mp3,NOUN
Capture,Capture,Kap-tyur,Capture mo ang larawan.,Capture the picture.,3,🟠,./tagalog_audio/capture.mp3,VERB
Car,Car,Kar,Nasa garahe ang car.,The car is in the garage.,1,🟢,./tagalog_audio/car.mp3,NOUN
Carbon,Carbon,Kar-bon,Gamit nila ang carbon.,They use carbon.,3,🟠,./tagalog_audio/carbon.mp3,NOUN
Card,Card,Kard,Bigay mo ang card ko.,Give me my card.,1,🟢,./tagalog_audio/card.mp3,NOUN
Cardboard,Cardboard,Kard-bord,Gawa sa cardboard ang kahon.,The box is made of cardboard.,3,🟠,./tagalog_audio/cardboard.mp3,NOUN
Care,Care,Ker,Care mo ang bata.,Care for the child.,1,🟢,./tagalog_audio/care.mp3,VERB
Carne, Meat, kar-ne, Bumili siya ng carne sa palengke., He bought meat at the market.,3,🟠,./tagalog_audio/carne.mp3,NOUN
Carnival,Carnival,Kar-ni-val,Nasa bayan ang carnival.,The carnival is in town.,3,🟠,./tagalog_audio/carnival.mp3,NOUN
Carpenter,Carpenter,Kar-pen-ter,Carpenter ang tito ko.,My uncle is a carpenter.,3,🟠,./tagalog_audio/carpenter.mp3,NOUN
Carpet,Carpet,Kar-pet,Nasa sahig ang carpet.,The carpet is on the floor.,3,🟠,./tagalog_audio/carpet.mp3,PROPN
Carrot,Carrot,Ka-rot,Kumain ako ng carrot.,I ate a carrot.,3,🟠,./tagalog_audio/carrot.mp3,NOUN
Carry,Carry,Ka-ree,Carry mo ang bag.,Carry the bag.,3,🟠,./tagalog_audio/carry.mp3,VERB
Cart,Cart,Kart,Nasa palengke ang cart.,The cart is in the market.,1,🟢,./tagalog_audio/cart.mp3,NOUN
Cartolina,Cartolina (paper),Kar-toh-lee-nah,Gumawa ako ng cartolina.,I made a cartolina project.,3,🟠,./tagalog_audio/cartolina.mp3,NOUN
Case,Case,Keys,Nasa abogado ang case ko.,My case is with the lawyer.,1,🟢,./tagalog_audio/case.mp3,NOUN
Cash,Cash,Kash,Nasa bulsa ang cash ko.,My cash is in my pocket.,1,🟢,./tagalog_audio/cash.mp3,NOUN
Cashier,Cashier,Ka-sheer,Nasa tindahan ang cashier.,The cashier is in the store.,3,🟠,./tagalog_audio/cashier.mp3,NOUN
